target_chembl_id,pref_name,family,organism,target_type
CHEMBL3713025,Teratocarcinoma-derived growth factor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4810,Terminal deoxynucleotidyltransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4680033,Terminal nucleotidyltransferase 4A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4680036,Terminal nucleotidyltransferase 4B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295994,Testis-expressed protein 264,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189125,Testis-expressed sequence 30 protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3305,Testis-specific androgen-binding protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3879864,Testis-specific chromodomain protein Y 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6003,Testis-specific serine/threonine-protein kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6014,Testis-specific serine/threonine-protein kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3414416,Testis-specific serine/threonine-protein kinase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295868,Testis-specific serine/threonine-protein kinase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3627582,Testis-specific serine/threonine-protein kinase 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6155,Thiamin pyrophosphokinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3079,Thiamine transporter 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1876,Thiazide-sensitive sodium-chloride cotransporter,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5291559,Thimet oligopeptidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2500,Thiopurine S-methyltransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2010624,Thioredoxin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630840,Thioredoxin domain-containing protein 11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295935,Thioredoxin domain-containing protein 17,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4739698,Thioredoxin domain-containing protein 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2096978,Thioredoxin reductase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1927,Thioredoxin reductase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2403,Thioredoxin reductase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189153,"Thioredoxin, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295742,"Thioredoxin-dependent peroxide reductase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295663,Thioredoxin-like protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295941,Thioredoxin-related transmembrane protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295835,Thiosulfate sulfurtransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6153,Threonine aspartase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3351186,"Threonine--tRNA ligase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3391,Threonyl-tRNA synthetase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL204,Thrombin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2096988,Thrombin & trypsin,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2111477,Thrombin and coagulation factor VII,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2111401,Thrombin and coagulation factor X,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2111379,Thrombin and urokinase-type plasminogen activator,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL1293256,Thrombopoietin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1864,Thrombopoietin receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630810,Thrombospondin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2069,Thromboxane A2 receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1835,Thromboxane-A synthase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712931,Thymic stromal lymphopoietin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2883,"Thymidine kinase, cytosolic",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4580,"Thymidine kinase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3106,Thymidine phosphorylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4388,Thymidylate kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1952,Thymidylate synthase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885527,Thymidylate synthase/AICAR transformylase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3885528,Thymidylate synthase/GAR transformylase/AICAR transformylase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2111462,Thyroid hormone receptor,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL1860,Thyroid hormone receptor alpha,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1947,Thyroid hormone receptor beta-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105820,Thyroid hormone receptor-associated protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1839,Thyroid peroxidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1963,Thyroid stimulating hormone receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1810,Thyrotropin-releasing hormone receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3886123,Thyrotropin-releasing hormone-degrading ectoenzyme,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3843,Thyroxine-binding globulin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296026,Tight junction protein ZO-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3713062,Tissue factor pathway inhibitor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1873,Tissue-type plasminogen activator,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296505,Toledo,Unknown,Homo sapiens,CELL-LINE
CHEMBL2111471,Toll-like receptor (TLR7/TLR9),Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3714412,Toll-like receptor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885643,Toll-like receptor 1/2,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4163,Toll-like receptor 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1075113,Toll-like receptor 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4106182,Toll-like receptor 3/8/9,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL5255,Toll-like receptor 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3038512,Toll-like receptor 4/MD-2,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3038513,Toll-like receptor 4/MD-2/CD14,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2176839,Toll-like receptor 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3259477,Toll-like receptor 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5936,Toll-like receptor 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5805,Toll-like receptor 8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5804,Toll-like receptor 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295664,Tolloid-like protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295995,Tolloid-like protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3175,Topoisomerase (DNA) II binding protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4106174,Topoisomerase I/II,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL5857,Trace amine-associated receptor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523927,Trace amine-associated receptor 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3714046,Trace amine-associated receptor 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523910,Trace amine-associated receptor 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523902,Trace amine-associated receptor 8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523911,Trace amine-associated receptor 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295892,Trafficking protein particle complex subunit 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3085620,Transcription activator BRG1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111421,Transcription factor AP1,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL4523289,Transcription factor Dp-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105986,Transcription factor Dp-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4382,Transcription factor E2F1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295726,Transcription factor E3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2401606,Transcription factor ETV6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885645,Transcription factor ETV6/Tyrosine-protein kinase ABL1,Unknown,Homo sapiens,CHIMERIC PROTEIN
CHEMBL1687679,Transcription factor GATA-4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3734643,Transcription factor HES-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523214,Transcription factor HIVEP2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523421,Transcription factor IIIB 90 kDa subunit,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2346484,Transcription factor MafK,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523303,Transcription factor NF-E2 45 kDa subunit,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523273,Transcription factor RelB,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523455,Transcription factor SOX-17,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523220,Transcription factor SOX-18,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523231,Transcription factor SOX-9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6103,Transcription factor Sp1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4832,Transcription initiation factor IIA alpha and bTranscription initiation factor IIA alpha and beta chains,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3217390,Transcription initiation factor TFIID subunit 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3108641,Transcription initiation factor TFIID subunit 1-like,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523300,Transcription initiation factor TFIID subunit 11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523329,Transcription initiation factor TFIID subunit 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3108638,Transcription intermediary factor 1-alpha,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3769297,Transcription intermediary factor 1-beta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295651,Transcription regulator protein BACH1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5069364,Transcription regulator protein BACH2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5169115,Transcriptional activator Myb,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3334415,Transcriptional coactivator YAP1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3430909,Transcriptional coactivator YAP1/Transcriptional enhancer factor TEF-1,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL3334416,Transcriptional enhancer factor TEF-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295828,Transcriptional enhancer factor TEF-3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523301,Transcriptional enhancer factor TEF-4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523435,Transcriptional enhancer factor TEF-5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1293191,Transcriptional regulator ERG,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5069376,Transcriptional regulator Kaiso,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523233,Transcriptional repressor CTCF,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3988361,Transferrin receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3712860,Transferrin receptor protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5291560,Transforming acidic coiled-coil-containing protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3988637,Transforming growth factor beta,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1795178,Transforming growth factor beta-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296077,Transforming growth factor beta-1 proprotein/Mothers against decapentaplegic homolog 3,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL3217393,Transforming growth factor beta-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4622826,Transforming growth factor beta-2 mRNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL3712903,Transforming growth factor beta-3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295829,Transforming growth factor-beta-induced protein ig-h3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6052,Transforming protein RhoA,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3883318,Transforming protein RhoA/Rho-related GTP-binding protein RhoC,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2167,Transforming protein p21/H-Ras-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250402,Transient receptor potential cation channel subfamily M member 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3559708,Transient receptor potential cation channel subfamily M member 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628469,Transient receptor potential cation channel subfamily M member 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628468,Transient receptor potential cation channel subfamily M member 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628470,Transient receptor potential cation channel subfamily M member 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250412,Transient receptor potential cation channel subfamily M member 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1075319,Transient receptor potential cation channel subfamily M member 8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5051,Transient receptor potential cation channel subfamily V member 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5522,Transient receptor potential cation channel subfamily V member 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3119,Transient receptor potential cation channel subfamily V member 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628474,Transient receptor potential cation channel subfamily V member 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1628465,Transient receptor potential cation channel subfamily V member 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1075145,Transitional endoplasmic reticulum ATPase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4983,Transketolase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295961,Translation initiation factor eIF-2B subunit gamma,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4524025,Translin-associated protein X,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5742,Translocator protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295777,Translocon-associated protein subunit delta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523127,Transmembrane 4 L6 family member 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712907,Transmembrane domain-containing protein TMIGD3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295772,Transmembrane emp24 domain-containing protein 10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712919,Transmembrane glycoprotein NMB,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795138,Transmembrane protease serine 11D,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795140,Transmembrane protease serine 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2331048,Transmembrane protease serine 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795139,Transmembrane protease serine 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4834387,Transmembrane protease serine 6 mRNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL4295908,Transmembrane protein 263,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3194,Transthyretin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296221,Transthyretin mRNA,Unknown,Homo sapiens,NUCLEIC-ACID
CHEMBL3087,Trehalase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4524042,Tribbles homolog 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523417,Tribbles homolog 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295759,"Trifunctional enzyme subunit alpha, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523245,"Trifunctional enzyme subunit beta, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1697674,Triggering receptor expressed on myeloid cells 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4880,Triosephosphate isomerase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296267,Tripartite motif-containing protein 66,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6156,Tripeptidyl-peptidase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523153,Triple functional domain protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712934,Trophoblast glycoprotein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295705,Tropomyosin alpha-1 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3804747,Tropomyosin alpha-3 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3883331,Tropomyosin alpha-3 chain/High affinity nerve growth factor receptor,Unknown,Homo sapiens,CHIMERIC PROTEIN
CHEMBL4295789,Tropomyosin alpha-4 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2095202,"Troponin, cardiac muscle",Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2095204,Trypsin,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL209,Trypsin I,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3159,Trypsin II,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4551,Trypsin III,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2095193,Tryptase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2617,Tryptase beta-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523196,Tryptase beta-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4955,Tryptase gamma,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2140,"Tryptophan 2,3-dioxygenase",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3831287,Tryptophan 5-hydroxylase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL5689,Tryptophan 5-hydroxylase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5433,Tryptophan 5-hydroxylase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2095182,Tubulin,Unknown,Homo sapiens,PROTEIN COMPLEX GROUP
CHEMBL3832941,Tubulin alpha,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2070,Tubulin alpha-1 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885647,Tubulin alpha-1A /beta chains,Unknown,Homo sapiens,PROTEIN COMPLEX GROUP
CHEMBL3797010,Tubulin alpha-1B chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3797011,Tubulin alpha-1C chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3661,Tubulin alpha-3 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3714503,Tubulin alpha-8 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3832942,Tubulin beta,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1915,Tubulin beta-1 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1848,Tubulin beta-2 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3797012,Tubulin beta-2A chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2597,Tubulin beta-3 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3838,Tubulin beta-4 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5444,Tubulin beta-5 chain,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5549,Tubulin--tyrosine ligase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3879852,Tudor domain-containing protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105828,Tudor domain-containing protein 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL613974,Tumor Cell line,Unknown,Homo sapiens,CELL-LINE
CHEMBL614648,Tumor cancer cell line,Unknown,Homo sapiens,CELL-LINE
CHEMBL4523200,Tumor necrosis factor alpha-induced protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5813,Tumor necrosis factor ligand superfamily member 10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364162,Tumor necrosis factor ligand superfamily member 11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3713023,Tumor necrosis factor ligand superfamily member 12,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3713436,Tumor necrosis factor ligand superfamily member 13,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364158,Tumor necrosis factor ligand superfamily member 13B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712914,Tumor necrosis factor ligand superfamily member 14,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712900,Tumor necrosis factor ligand superfamily member 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5714,Tumor necrosis factor ligand superfamily member 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3378,Tumor necrosis factor receptor R1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1075153,Tumor necrosis factor receptor superfamily member 10B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712850,Tumor necrosis factor receptor superfamily member 12A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630882,Tumor necrosis factor receptor superfamily member 13C,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523587,Tumor necrosis factor receptor superfamily member 17,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712995,Tumor necrosis factor receptor superfamily member 18,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250356,Tumor necrosis factor receptor superfamily member 1B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250360,Tumor necrosis factor receptor superfamily member 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3989383,Tumor necrosis factor receptor superfamily member 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250358,Tumor necrosis factor receptor superfamily member 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523207,Tumor necrosis factor receptor superfamily member 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364161,Tumor necrosis factor receptor superfamily member 8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3712857,Tumor necrosis factor receptor superfamily member 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250376,Tumor necrosis factor receptor superfamily member EDAR,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2424509,Tumor suppressor p53-binding protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6157,Tumor susceptibility gene 101 protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3988522,Tumor-associated antigen 72,Unknown,Homo sapiens,MACROMOLECULE
CHEMBL3856163,Tumor-associated calcium signal transducer 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4845609,Tumour,Unknown,Homo sapiens,TISSUE
CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL2221344,Tumour suppressor protein p53/Mdm4,Unknown,Homo sapiens,PROTEIN-PROTEIN INTERACTION
CHEMBL4243,"Type I inositol-1,4,5-trisphosphate 5-phosphatase",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2019,Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI),Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3611,Type III iodothyronine deiodinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL227,Type-1 angiotensin II receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1973,Tyrosinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1969,Tyrosine 3-hydroxylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3043,Tyrosine aminotransferase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4599,Tyrosine kinase non-receptor protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3984,Tyrosine- and threonine-specific cdc2-inhibitory kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1862,Tyrosine-protein kinase ABL,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111414,Tyrosine-protein kinase ABL,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL4014,Tyrosine-protein kinase ABL2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3588730,Tyrosine-protein kinase BAZ1B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2250,Tyrosine-protein kinase BLK,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3834,Tyrosine-protein kinase BMX,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4601,Tyrosine-protein kinase BRK,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5251,Tyrosine-protein kinase BTK,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2634,Tyrosine-protein kinase CSK,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4175,Tyrosine-protein kinase CTK,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3982,Tyrosine-protein kinase FER,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5455,Tyrosine-protein kinase FES,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4454,Tyrosine-protein kinase FGR,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4223,Tyrosine-protein kinase FRK,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1841,Tyrosine-protein kinase FYN,Unknown,Homo sapiens,SINGLE PROTEIN
